question,ground_truth,expected_chunk_id,url,source_title,error,answer,retrieved_chunk_ids,num_contexts,hit,recall_at_k,faithfulness,answer_relevancy,context_precision,context_recall
What is the closing date for electronic submission of 2025 income tax returns for non-provisional taxpayers?,On or before 20 October 2025,income_tax_guide_individual_chunk_18,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwtCAy5qvRBR2mPd3jk'}",,,0,,,,,,
What are the methods available for submitting income tax returns to SARS?,"Income tax returns may be submitted electronically at a SARS service centre (by appointment), or through eFiling or via the SARS MobiApp, provided the individual is registered for eFiling.",income_tax_guide_individual_chunk_10,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"The context provided does not contain information about the methods available for submitting income tax returns to SARS. 

The context includes details about VAT201 return submissions (via eFiling and SARS Online Query System) and information about who must submit income tax returns, but it does not specify the submission methods for income tax returns themselves.

To get accurate information about income tax return submission methods, you would need to consult additional SARS guidance documents or visit www.sars.gov.za.","[""doc_9_chunk_34"", ""doc_4_chunk_34"", ""doc_2_chunk_34"", ""doc_8_chunk_5"", ""doc_3_chunk_5""]",5,False,0.0,,,,
What is the understatement penalty percentage for substantial understatement in a standard case?,10%,income_tax_guide_individual_chunk_56,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the USP (Understatement Penalty) table provided in the context, the understatement penalty percentage for a substantial understatement in a standard case is **10%**.","[""doc_8_chunk_18"", ""doc_3_chunk_18"", ""doc_1_chunk_18"", ""doc_5_chunk_176"", ""doc_5_chunk_22""]",5,False,0.0,,,,
What is provisional tax and how often must it be paid?,"Provisional tax is a method of paying income tax on an on-going basis as opposed to paying a large amount once a year on assessment. It is paid twice a year on a six-monthly basis, with a third or 'top-up' payment that can be made to avoid interest.",income_tax_guide_individual_chunk_33,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwtWBgvkFX6MGwetF8R'}",,,0,,,,,,
How many business days does an individual have to submit an original return if they disagree with an estimated assessment from SARS?,40 business days from the date of the assessment,income_tax_guide_individual_chunk_18,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the context, an individual who disagrees with an estimated assessment from SARS has **40 business days** from the date of the assessment to submit an original return.

However, for the 2025 year of assessment, an individual may submit the original return by either the due date of 20 October 2025 or 40 business days from the date of the assessment, **whichever is longer**.","[""doc_8_chunk_8"", ""doc_3_chunk_8"", ""doc_1_chunk_8"", ""doc_8_chunk_7"", ""doc_3_chunk_7""]",5,False,0.0,,,,
What deductions can be taken into account when calculating taxable income according to the 2024/25 Income Tax Guide?,"Allowable tax deductions that can be taken into account include current contributions to a retirement annuity fund, donations to approved public benefit organisations for which a section 18A certificate has been issued, and wear-and-tear allowances. These deductions are subject to certain limitations as legislated.",income_tax_guide_individual_chunk_39,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwtTtH9fPnrPUJFXHCK'}",,,0,,,,,,
What is the local phone number to contact the SARS Service Centre?,"If calling locally, the SARS Service Centre can be contacted on 0800 00 7277.",income_tax_guide_individual_chunk_3,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwte9fYm2sHjnyK1Xy2'}",,,0,,,,,,
What is the normal tax payable before any rebates or deductions?,R51 739.00,income_tax_guide_individual_chunk_58,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"The context does not contain enough information to answer what the ""normal tax payable before any rebates or deductions"" is in general terms.

However, the context does provide **tax rates for the 2025/2026 tax year** that show how to calculate tax on taxable income at different brackets (ranging from 18% to 45% depending on income level), and it mentions that **tax rebates** (primary, secondary, and tertiary) are applied to reduce the tax liability.

If you have a specific income amount, I can calculate the tax payable using the tax tables provided in the context.","[""doc_5_chunk_157"", ""doc_6_chunk_1"", ""doc_6_chunk_15"", ""doc_6_chunk_71"", ""doc_6_chunk_70""]",5,False,0.0,,,,
What is the taxable income amount mentioned in this tax calculation?,R271 950,income_tax_guide_individual_chunk_58,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwu7G5NJf1wZe2aoAnh'}",,,0,,,,,,
"What is the tax rate on retirement fund lump sum benefits for taxable income not exceeding R550,000?",0 per cent of the taxable income,income_tax_guide_individual_chunk_54,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the provided context, the tax rate on retirement fund lump sum benefits for taxable income not exceeding R550,000 is **0 per cent of the taxable income**.","[""doc_8_chunk_22"", ""doc_3_chunk_22"", ""doc_1_chunk_22"", ""doc_8_chunk_23"", ""doc_3_chunk_23""]",5,False,0.0,,,,
What is biometric information?,"Biometric information refers to biological data used to authenticate the identity of an individual by means of fingerprint recognition, facial recognition, vocal recognition and iris or retina recognition.",income_tax_guide_individual_chunk_7,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"The context provided does not contain information about biometric information. The documents focus on South African tax matters, including VAT verification procedures, record-keeping requirements, and income tax thresholds for individuals, but do not address biometric information.","[""doc_5_chunk_250"", ""doc_5_chunk_249"", ""doc_8_chunk_2"", ""doc_3_chunk_2"", ""doc_1_chunk_2""]",5,False,0.0,,,,
What are some examples of investment income that an individual can be taxed on?,"Examples of investment income that an individual can be taxed on include interest, foreign dividends, and dividends from a Real Estate Investment Trust (REIT).",income_tax_guide_individual_chunk_5,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwug6merwnVZwmXnCRR'}",,,0,,,,,,
What are the options for completing and submitting an income tax return electronically?,"To use eFiling to complete and submit an income tax return electronically, an individual must register as an eFiler. Alternatively, a SARS employee can assist any individual in completing and submitting the income tax return electronically at any SARS service centre (by appointment only).",income_tax_guide_individual_chunk_16,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwujCYuW1VrsRKezXv3'}",,,0,,,,,,
What are the contact hours for the SARS Service Centre on Wednesdays?,"On Wednesdays, the SARS Service Centre can be called between 9am and 4.30pm South African time.",income_tax_guide_individual_chunk_2,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the context provided, the SARS Service Centre contact hours on Wednesdays are **9:00 – 16:00**.","[""doc_5_chunk_261"", ""doc_5_chunk_250"", ""doc_5_chunk_63"", ""doc_5_chunk_62"", ""doc_6_chunk_27""]",5,False,0.0,,,,
What is considered a business day according to the context?,"A business day is any day that is not a Saturday, Sunday or public holiday.",income_tax_guide_individual_chunk_19,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwvHPJoDun12KTftjJN'}",,,0,,,,,,
What is the maximum remuneration from a single employer that allows an individual to not submit an income tax return for the 2025 year of assessment?,"An individual is not required to submit an income tax return if remuneration from a single employer did not exceed R500 000 for the year of assessment, and employees' tax was correctly withheld in terms of the deduction tables prescribed by the Commissioner for SARS.",income_tax_guide_individual_chunk_15,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"The context provided does not contain information about the maximum remuneration from a single employer that allows an individual to not submit an income tax return for the 2025 year of assessment.

The context discusses tax thresholds in general terms and mentions that an individual will not be regarded as a provisional taxpayer if their taxable income does not exceed the applicable annual tax threshold, but it does not specify the actual threshold amount for the 2025 year of assessment or address the specific question about remuneration from a single employer.","[""doc_8_chunk_11"", ""doc_3_chunk_11"", ""doc_1_chunk_11"", ""doc_6_chunk_79"", ""doc_8_chunk_12""]",5,False,0.0,,,,
To whom is income tax payable in South Africa?,"Income tax is payable to SARS, which acts as the administrator responsible for collecting revenue on behalf of the South African Government. SARS also makes use of withholding agents such as employers that withhold employees' tax from remuneration paid to employees and pay this to SARS on a monthly basis.",income_tax_guide_individual_chunk_27,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"Based on the provided context, the guide includes a section titled ""To whom is the income tax payable?"" (section 5), however, the actual content of that section is not included in the materials provided.

To get the answer to this question, you would need to refer to the full content of section 5 of the Guide on Income Tax and the Individual (2024/25), or contact SARS directly at:
- Local SARS branch
- SARS website: www.sars.gov.za
- SARS National Call Centre: 0860 12 12 18 (local) or +27 11 602 2093 (international)","[""doc_8_chunk_1"", ""doc_3_chunk_1"", ""doc_1_chunk_1"", ""doc_7_chunk_0"", ""doc_7_chunk_1""]",5,False,0.0,,,,
What social services does the government fund through income tax?,"The government uses income tax to fund social services such as education, health, security and welfare, with the funding of these services taking place primarily through SARS's administration of revenue collection.",income_tax_guide_individual_chunk_28,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwvdkAAieGpmmpmUMit'}",,,0,,,,,,
What is the deadline for notifying SARS of changes to personal details?,"A person who has been registered as a taxpayer must communicate to SARS within 21 business days any change that relates to postal address, physical address, representative taxpayer, banking particulars, electronic address, or any other details the Commissioner may require by public notice.",income_tax_guide_individual_chunk_10,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"The context does not contain specific information about a deadline for notifying SARS of changes to personal details.

The context only mentions that SARS should be informed ""immediately"" of changes in registered particulars (in the context of a company name change), but it does not specify a formal deadline for notifying SARS of changes to personal details in general.

For specific information about notification deadlines, I recommend contacting SARS directly or visiting the SARS website.","[""doc_8_chunk_8"", ""doc_3_chunk_8"", ""doc_1_chunk_8"", ""doc_5_chunk_117"", ""doc_5_chunk_116""]",5,False,0.0,,,,
What is the definition of 'tax threshold'?,The term 'tax threshold' means the maximum amount of taxable income of a person during a year of assessment that would result in no tax being payable by that person taking into account the applicable normal rates of tax and the rebates available in section 6.,income_tax_guide_individual_chunk_34,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwvdYFqmH4gdM6bMwox'}",,,0,,,,,,
What is the purpose of employees' tax and provisional tax?,Employees' tax and provisional tax exist to help relieve the tax burden that would exist on assessment by spreading the payments over multiple periods instead of one lump sum payable at year-end.,income_tax_guide_individual_chunk_28,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"# Purpose of Employees' Tax and Provisional Tax

## Employees' Tax (PAYE)
Employees' tax is a **withholding tax on employment income**. Its purpose is to:
- Allow employers to deduct or withhold tax from employee remuneration (salaries, wages, bonuses, etc.) on a monthly basis
- Pay this tax over to SARS on a monthly basis
- Be offset against the employee's final income tax liability for the applicable year of assessment

## Provisional Tax
Provisional tax is a **method of paying income tax on an ongoing basis**. Its purpose is to:
- Allow individuals with non-employment income (such as taxable interest, rental, or business income) to pay tax twice a year (on a six-monthly basis)
- Avoid paying a large amount once a year on assessment
- Be offset against the final income tax that the individual is required to pay for the year of assessment

In essence, both taxes serve as advance payments toward an individual's final annual tax liability.","[""doc_8_chunk_12"", ""doc_3_chunk_12"", ""doc_1_chunk_12"", ""doc_8_chunk_11"", ""doc_3_chunk_11""]",5,False,0.0,,,,
How long must an individual retain relevant records and documents for income tax purposes?,"An individual is required to retain all relevant records, books of account or documents for a period of five years from the date of the submission of the income tax return, or, if no income tax return was required, for five years from the end of the relevant tax period.",income_tax_guide_individual_chunk_27,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to South African tax law, an individual is required to retain ALL relevant records, books of account or documents for a period of **five years from the date of submission of the income tax return**, or if no income tax return was required, for **five years from the end of the relevant tax period**.

However, if the records are relevant to an audit, investigation, objection or appeal against an assessment or decision, the individual must retain those records **until the audit is concluded or the assessment or decision becomes final**.

These records may be kept in ""an acceptable electronic form"" and must be produced if the income tax return is subject to verification or audit.

Failure or neglect to retain records as required is a criminal offence under the Tax Administration Act.","[""doc_6_chunk_4"", ""doc_6_chunk_3"", ""doc_8_chunk_10"", ""doc_3_chunk_10"", ""doc_1_chunk_10""]",5,False,0.0,,,,
Do all individuals have to submit income tax returns?,"No, not all individuals have to submit income tax returns. The guide distinguishes between individuals required to submit an income tax return (section 4.2.1) and individuals not required to submit an income tax return (section 4.2.2).",income_tax_guide_individual_chunk_4,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwwoLed7ibD1B4RBFf2'}",,,0,,,,,,
What document must an employer issue to an employee as proof of tax deducted from earnings?,"An employer must issue an employee with a receipt known as an employees' tax certificate, also known as an IRP5, where employees' tax was deducted or withheld from the employee's earnings.",income_tax_guide_individual_chunk_31,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the context, an employer must issue an employee with a document known as an **employees' tax certificate** (also known as an **IRP5**) where employees' tax was deducted or withheld from the employee's earnings.

This IRP5 discloses, amongst other things, the total employment income earned for the year of assessment and the employees' tax that was deducted or withheld by the employer and paid over to SARS.","[""doc_8_chunk_11"", ""doc_3_chunk_11"", ""doc_1_chunk_11"", ""doc_6_chunk_5"", ""doc_6_chunk_12""]",5,False,0.0,,,,
What must the estimate for the second provisional tax payment equal?,The estimate for the second payment must be equal to the total liability for the year of assessment.,income_tax_guide_individual_chunk_37,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the context, the estimate for the second provisional tax payment must be equal to the **total liability for the year of assessment**.","[""doc_8_chunk_13"", ""doc_3_chunk_13"", ""doc_1_chunk_13"", ""doc_8_chunk_12"", ""doc_3_chunk_12""]",5,False,0.0,,,,
What are examples of criminal offences relating to non-compliance under the TA Act?,"Examples include failure to register or notify SARS of a change in registered particulars when required, failure to retain records as required, failure or neglect to submit a return or document to SARS or issue a document to a person as required, failure to provide information, documents or material facts to SARS as and when required under a tax Act, and obstructing or hindering a SARS official in carrying out his or her duties.",income_tax_guide_individual_chunk_49,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwwpNuHa9eC2eJPSmCV'}",,,0,,,,,,
What constitutes a valid signature on an income tax return?,"The income tax return must be signed by the individual. A signature may comprise an electronic signature, which includes a user ID and access code for electronic submission platforms such as SARS eFiling.",income_tax_guide_individual_chunk_24,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-IT01-Guide-on-Income-Tax-and-the-Individual.pdf,income Tax Guide Individual,,"According to the context provided, a valid signature on an income tax return includes:

1. **A traditional signature** by the individual, or
2. **An electronic signature**, which includes a user ID and access code for electronic submission platforms such as SARS eFiling.

The context notes that failure to sign the income tax return could result in administrative penalties being levied.","[""doc_5_chunk_209"", ""doc_8_chunk_9"", ""doc_3_chunk_9"", ""doc_1_chunk_9"", ""doc_5_chunk_203""]",5,False,0.0,,,,
How does a vendor access the correction option for a VAT201 Return?,"A vendor must select the desired return where a correction needs to be made on 'Returns History' from the side menu options under Returns, then select the 'Request for Correction' option to make the second version of the VAT201 Return available for editing.",vat_201_guide_chunk_49,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/GEN-ELEC-04-G01-Guide-for-completing-the-Value-Added-Tax-VAT201-Declaration-External-Guide.pdf,VAT 201 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwx98XJYm8HSUdVzPQB'}",,,0,,,,,,
Which vendor categories are most impacted by the VAT rate change from 14% to 15% effective from 1 April 2018?,"The most impacted are Category B vendors whose tax periods are periods of two months ending on the last day of April 2018. Also impacted are Category D vendors whose tax periods are periods of six months ending on the last day of August 2018, and Category E vendors whose tax periods are periods of twelve months ending on the last day of the year of assessment.",vat_201_guide_chunk_12,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/GEN-ELEC-04-G01-Guide-for-completing-the-Value-Added-Tax-VAT201-Declaration-External-Guide.pdf,VAT 201 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwxXxxBMQzSNwfNjC3e'}",,,0,,,,,,
What are the two options available after completing the Request for Extension screen?,You can select 'Back' to revert to the VAT Work Page or 'Submit' to submit the Request for Extension to SARS.,vat_201_guide_chunk_36,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/GEN-ELEC-04-G01-Guide-for-completing-the-Value-Added-Tax-VAT201-Declaration-External-Guide.pdf,VAT 201 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwxXuV1S22gz4BEVVNW'}",,,0,,,,,,
What are the options available to a vendor for requesting a VAT201 Return?,"A vendor will be allowed to: (i) Request a VAT201 Return for the current tax period and the tax period following current tax period, and (ii) Request and submit a VAT201 Return for a past tax period.",vat_201_guide_chunk_9,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/GEN-ELEC-04-G01-Guide-for-completing-the-Value-Added-Tax-VAT201-Declaration-External-Guide.pdf,VAT 201 Guide,,"According to the context, a vendor may request a VAT201 Return using the following channels:

1. **eFiling**
2. **Contact Centre**
3. **By visiting a SARS service centre**

Additionally, vendors are allowed to request:
- A VAT201 Return for the current tax period and the tax period following the current period
- A VAT201 Return for a past tax period
- They can also view the VAT filing control table","[""doc_9_chunk_2"", ""doc_4_chunk_2"", ""doc_2_chunk_2"", ""doc_5_chunk_170"", ""doc_5_chunk_115""]",5,False,0.0,,,,
What types of entities need to register as an eFiler for VAT purposes?,"Individuals, tax practitioners, and organisations (such as companies, close corporations, trusts, and exempt institutions) need to register as an eFiler to submit VAT201 returns and make VAT payments via eFiling.",vat_201_guide_chunk_5,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/GEN-ELEC-04-G01-Guide-for-completing-the-Value-Added-Tax-VAT201-Declaration-External-Guide.pdf,VAT 201 Guide,,"The context provided does not contain information about which types of entities need to register as an eFiler for VAT purposes. The context discusses VAT registration requirements for various entities (sole proprietors, companies, partnerships, municipalities, welfare organisations, etc.), but it does not specifically address eFiler registration requirements or obligations.

To answer your question accurately, I would need additional context that specifically covers eFiler registration requirements.","[""doc_5_chunk_55"", ""doc_5_chunk_46"", ""doc_5_chunk_259"", ""doc_5_chunk_234"", ""doc_5_chunk_9""]",5,False,0.0,,,,
What is the mandatory requirement for Field 38 in the VAT201 Return?,Field 38 is mandatory if field 36 was completed and must be in full litres. It represents the amount of diesel in respect of eligible purchases (total purchases less non-eligible purchases).,vat_201_guide_chunk_31,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/GEN-ELEC-04-G01-Guide-for-completing-the-Value-Added-Tax-VAT201-Declaration-External-Guide.pdf,VAT 201 Guide,,"The context provided does not contain information about Field 38 or its mandatory requirements in the VAT201 Return. The excerpts focus on Fields 14, 14A, 15, 15A, 16, 17, 18, 19, 20, and 21, but do not extend to Field 38.

To answer your question about Field 38's mandatory requirements, I would need additional context from the VAT201 Return guide.","[""doc_9_chunk_7"", ""doc_4_chunk_7"", ""doc_2_chunk_7"", ""doc_9_chunk_18"", ""doc_4_chunk_18""]",5,False,0.0,,,,
